content;score;sentiment_rating;wordCount;tweet_with_stopwords;wordCount_after_stopwords;tweet_stemmed
komunikatif;5;Positive;1;komunikatif;1;komunikatif
cukup bagus untuk mengutarakan semua permaslahn;5;Positive;6;bagus mengutarakan permaslahn;3;bagu mengutarakan permaslahn
the real aplikasi kesehatan mental ya, baru juga mau buat akun udah bikin kena mental lol. aplikasi paling aneh yang pernah ku instal, mau buat akun susah giliran sudah bisa malah ga bisa login. tolong dibetulkan servernya, mau login aja selalu gagal.;1;Negative;48;the real aplikasi kesehatan mental akun udah bikin kena mental lol  aplikasi aneh ku instal akun susah giliran ga login  tolong dibetulkan servernya login gagal ;25;the real aplikasi kesehatan mental akun udah bikin kena mental lol aplikasi aneh ku instal akun susah giliran ga login tolong dibetulkan servernya login gagal
aplikasi ini cukup membantu mental saya;4;Positive;6;aplikasi membantu mental;3;aplikasi membantu mental
terimakasih riliv jujur sangat membantu saya sekali i love it;5;Positive;10;terimakasih riliv jujur membantu i love it;7;terimakasih riliv jujur membantu i love it
aplikasi yang baik dan ngebantu banget pas lagi susah... top markotop deh ;5;Positive;13;aplikasi ngebantu pas susah  top markotop deh;7;aplikasi ngebantu pa susah top markotop deh
ok;5;Positive;1;ok;1;ok
bagus banget bodo amat hafus coba sihhh ini yang bikin aku jadi terbiasa buat meditasi hshshs;5;Positive;16;bagus bodo hafus coba sihhh bikin terbiasa meditasi hshshs;9;bagu bodo hafu coba sihhh bikin terbiasa meditasi hshsh
leren sih aplikasi ini. terima kasih ya...;5;Positive;9;leren aplikasi  terima kasih ;4;leren aplikasi terima kasih
banyak yg harus premium dulu :(;4;Positive;7;premium  ;1;premium
bener bener membantu ;5;Positive;3;bener bener membantu;3;bener bener membantu
sukaaa bangett;5;Positive;2;sukaaa bangett;2;sukaaa bangett
aplikasi yang sangat ngebantu banget buat pekerja kaya aku yg susah buat cari waktu luang pergi ke psikolog. karna disini tuh kita bisa konseling dgn psikolog profesional tp waktunya fleksibel :);5;Positive;33;aplikasi ngebantu pekerja kaya susah cari luang pergi psikolog  karna tuh konseling dgn psikolog profesional tp fleksibel  ;17;aplikasi ngebantu pekerja kaya susah cari luang pergi psikolog karna tuh konsel dgn psikolog profesion tp fleksibel
bayar ta app nya??;4;Positive;6;bayar ta app  ;3;bayar ta app
aku baru nyoba dan udh seneng sama journal nya;5;Positive;9;nyoba udh seneng journal;4;nyoba udh seneng journal
thx udah jadi tempat untuk menumoah segala rasa yg slama ini tertahan;5;Positive;12;thx udah menumoah slama tertahan;5;thx udah menumoah slama tertahan
sangat membantu.;5;Positive;3;membantu ;1;membantu
tolong sertakan fitur landscape dong soalnya susah dipake di tablet. ditunggu ya update nya.;3;Neutral;16;tolong sertakan fitur landscape susah dipake tablet  ditunggu update ;9;tolong sertakan fitur landscap susah dipak tablet ditunggu updat
aplikasi nya bagus dan sangat membantu aku yang mood swing. kemarin sempat ada kendala, lalu mention akun riliv di twt, langsung ditanggapi dan akhirnya lancar jaya kembali saran : konten lelap nya tolong diperbanyak;5;Positive;37;aplikasi bagus membantu mood swing  kemarin kendala mention akun riliv twt langsung ditanggapi lancar jaya saran  konten lelap tolong diperbanyak;20;aplikasi bagu membantu mood swing kemarin kendala mention akun riliv twt langsung ditanggapi lancar jaya saran konten lelap tolong diperbanyak
rekomendasi app!;5;Positive;3;rekomendasi app ;2;rekomendasi app
diary terbaik;5;Positive;2;diary terbaik;2;diari terbaik
good;5;Positive;1;good;1;good
kerenn;5;Positive;1;kerenn;1;kerenn
"berawal mau resechedule jadwal psikolog ga bisa.. saya uninstall, lalu pas saya download lg tidak bisa masuk karna email salah.. setelah saya klik lupa password dan pin d kirimkan, tetap tertulis ""pin salah"" ini aplikasi maunya apa? pdhl berlangganannya masih smpe tahun depan.. dan sudah trlanjur bayar psikolog 150 rb blm terpakai.. payah";1;Negative;62;resechedule jadwal psikolog ga  uninstall pas lg masuk karna email salah  klik lupa password pin d kirimkan tertulis  pin salah  aplikasi maunya  pdhl berlangganannya smpe  trlanjur bayar psikolog  rb blm terpakai  payah;32;resechedul jadwal psikolog ga uninstal pa lg masuk karna email salah klik lupa password pin d kirimkan tertuli pin salah aplikasi maunya pdhl berlangganannya smpe trlanjur bayar psikolog rb blm terpakai payah
loadingnya lama ketika ke menu yg berbeda. contohnya ketika buka menu journey atau konseling itu loadingnya lama. sisanya membantu sekali terimakasih.;4;Positive;24;loadingnya menu berbeda  contohnya buka menu journey konseling loadingnya  sisanya membantu terimakasih ;12;loadingnya menu berbeda contohnya buka menu journey konsel loadingnya sisanya membantu terimakasih
ok;5;Positive;1;ok;1;ok
sangat membantu;5;Positive;2;membantu;1;membantu
good;5;Positive;1;good;1;good
hallo aku udah donlot melwngkapi data dan juga udah bayar tp blm ada feed back kapn mulai konsultasinya;3;Neutral;18;hallo udah donlot melwngkapi data udah bayar tp blm feed back kapn konsultasinya;13;hallo udah donlot melwngkapi data udah bayar tp blm feed back kapn konsultasinya
tempat curhat bagus ,memahami kondisi kita;5;Positive;7;curhat bagus memahami kondisi;4;curhat bagu memahami kondisi
mohon maaf sebelumnya, tapi untuk pengalaman pribadi saya.... aplikasi ini memiliki server/jaringan yang sulit padahal kecepatan jaringan saya normal dan membuka aplikasi lain bisa berjalan dengan lancar menggunakan jaringan yang sama;1;Negative;33;mohon maaf pengalaman pribadi  aplikasi memiliki serverjaringan sulit kecepatan jaringan normal membuka aplikasi berjalan lancar jaringan;16;mohon maaf pengalaman pribadi aplikasi memiliki serverjaringan sulit kecepatan jaringan normal membuka aplikasi berjalan lancar jaringan
apk nya lambat banget;1;Negative;4;apk lambat;2;apk lambat
aplikasi apa sih ini, udh di download tapi gabisa daftar padahal udah succes tp gabisa masuk. keburu depresi ini mah, tolong segera diperbaiki aplikasinya makasih;1;Negative;28;aplikasi udh gabisa daftar udah succes tp gabisa masuk  keburu depresi mah tolong diperbaiki aplikasinya makasih;16;aplikasi udh gabisa daftar udah succ tp gabisa masuk keburu depresi mah tolong diperbaiki aplikasinya makasih
aplikasi meditasi dan konseling terbaik, sudah 1 tahun pakai aplikasi ini. recommended;5;Positive;14;aplikasi meditasi konseling terbaik  pakai aplikasi  recommended;7;aplikasi meditasi konsel terbaik pakai aplikasi recommend
recomended banget bagi kalian yang memiliki permasalahan psikis dan kesulitan dalam menjalani hidup. riliv sangat cocok untukmu karena ada solusi dan jalan keluar bagi kamu yang enggak pd dengan kekurangan diri sendiri...;5;Positive;34;recomended memiliki permasalahan psikis kesulitan menjalani hidup  riliv cocok untukmu solusi jalan pd kekurangan ;14;recomend memiliki permasalahan psiki kesulitan menjalani hidup riliv cocok untukmu solusi jalan pd kekurangan
sangat,,,sangat membantu;5;Positive;6;membantu;1;membantu
suka banget sama riliv  jadi bisa meditasi sendiri di rumah;5;Positive;10;suka riliv meditasi rumah;4;suka riliv meditasi rumah
trimaksih riliv, akhirnya saya bertemu psikolog yg cocok untuk saya;4;Positive;11;trimaksih riliv bertemu psikolog cocok;5;trimaksih riliv bertemu psikolog cocok
merasa memahami diri lebih baik;5;Positive;5;memahami;1;memahami
bagus;5;Positive;1;bagus;1;bagu
aku sangat terbantu;5;Positive;3;terbantu;1;terbantu
saya belum terlalu tau cara menggunakan nya;3;Neutral;7;tau;1;tau
aplikasi bagus;4;Positive;2;aplikasi bagus;2;aplikasi bagu
teman mental health terbaik.;5;Positive;5;teman mental health terbaik ;4;teman mental health terbaik
keren sih ini;5;Positive;3;keren;1;keren
pertama kali konselin bagusss dong harganya ramah kantoongg dan ngebantu banget solusinyaa;5;Positive;12;kali konselin bagusss harganya ramah kantoongg ngebantu solusinyaa;8;kali konselin bagusss harganya ramah kantoongg ngebantu solusinyaa
bagus;5;Positive;1;bagus;1;bagu
sangat bagus;5;Positive;2;bagus;1;bagu
apk nya bagus tapi aku kasih bintang 3 karena sering ngelag;3;Neutral;11;apk bagus kasih bintang  ngelag;5;apk bagu kasih bintang ngelag
thanks, at least lewat mediasi perasaan yang penuh dengan beban sedikit berkurang. semoga meditasi yang dilakukan rutin setiap membuat diri saya menjadi lebih baik;5;Positive;26;thanks at least mediasi perasaan penuh beban berkurang  semoga meditasi rutin;11;thank at least mediasi perasaan penuh beban berkurang semoga meditasi rutin
ok;3;Neutral;1;ok;1;ok
sangat membatu menurutku... pelan pelan ada perubahan ;5;Positive;8;membatu menurutku  pelan pelan perubahan;5;membatu menurutku pelan pelan perubahan
semoga bisa membantu banyam orang yang sedang butuh bantuan;5;Positive;9;semoga membantu banyam butuh bantuan;5;semoga membantu banyam butuh bantuan
fitur2nya bagus cuma sering eror aplikasinya;3;Neutral;6;fiturnya bagus eror aplikasinya;4;fiturnya bagu eror aplikasinya
lagi burnout proses gagal504 terus padahal paket masih panjang. ;1;Negative;10;burnout proses gagal paket ;4;burnout prose gagal paket
"aplikasinya bagus tapi load-nya lamaaaaaaaaa bgt padahal jaringan oke, terus tiba2 ""proses gagal504"" berarti servernya ngga bisa menerima respons tepat waktu. tolong lebih ditingkatkan lagi.";1;Negative;30;aplikasinya bagus loadnya lamaaaaaaaaa jaringan oke tiba  proses gagal  servernya ngga menerima respons  tolong ditingkatkan ;15;aplikasinya bagu loadnya lamaaaaaaaaa jaringan oke tiba prose gagal servernya ngga menerima respon tolong ditingkatkan
sangat amat membantu, untuk akuu yang terkadang suka tiba tiba cemas, sedih, senang, dan panik tiba tiba, dan bisa menemukan jawabannya disinii hehe;5;Positive;28;membantu akuu terkadang suka cemas sedih senang panik menemukan jawabannya disinii hehe;12;membantu akuu terkadang suka cema sedih senang panik menemukan jawabannya disinii hehe
membantu untuk merilekskan pikiran;4;Positive;4;membantu merilekskan pikiran;3;membantu merilekskan pikiran
"bufferingnya parah sekali selalu ada tulisan ""proses gagal"" padahal jaringan lancar..mohon segera diperbaiki:(";2;Negative;19;bufferingnya parah tulisan  proses gagal  jaringan lancar  mohon diperbaiki  ;9;bufferingnya parah tulisan prose gagal jaringan lancar mohon diperbaiki
bagus, dan sangat welcome para ahli psikolog nya ;5;Positive;9;bagus welcome ahli psikolog;4;bagu welcom ahli psikolog
terimakasih riliv telah membuat hati saya selalu tenang, kadang punya banyak masalah hidup berat membuatku merasa tersakiti cuma apk ini yang aku suka dan bisa mengobati stres dan depresi beratku semoga kedepannya semakin baik thanks;5;Positive;36;terimakasih riliv hati tenang kadang hidup berat membuatku tersakiti apk suka mengobati stres depresi beratku semoga kedepannya thanks;18;terimakasih riliv hati tenang kadang hidup berat membuatku tersak apk suka mengobati stre depresi beratku semoga kedepannya thank
"halo riliv! aplikasi kalian sebenarnya bagus. really appreciated! tapi, sangat disayangkan kenapa aplikasinya selalu ngelag dan terus-terusan ""proses gagal 422"". padahal udah aku un instal, instal lagi, ganti jaringan yang lebih baik, tetap aja begitu.. tolonglahh diperbaiki, sangat disayangkan sekali dengan kendala yang terus menerus loading, sangat bikin gak nyaman";1;Negative;63;halo riliv  aplikasi bagus  really appreciated  disayangkan aplikasinya ngelag terusterusan  proses gagal    udah un instal instal ganti jaringan  tolonglahh diperbaiki disayangkan kendala menerus loading bikin gak nyaman;27;halo riliv aplikasi bagu realli appreci disayangkan aplikasinya ngelag terusterusan prose gagal udah un instal instal ganti jaringan tolonglahh diperbaiki disayangkan kendala meneru load bikin gak nyaman
"setelah download selesai & waktu pertama kali daftar dengan google atau email muncul pesan ""proses login gagal504""..";2;Negative;20;selesai  kali daftar google email muncul pesan  proses login gagal  ;10;selesai kali daftar googl email muncul pesan prose login gagal
ini gbisa untuk anak 14-16?? pembayaran jg cmn bisa itu doang? plis dong njayy sy mau tpi gbisaa blm 17+ ortu sy mn ngizinin sy ke psikolog dikiranys sy alay;5;Positive;33;gbisa anak    pembayaran jg cmn doang  plis njayy sy tpi gbisaa blm  ortu sy mn ngizinin sy psikolog dikiranys sy alay;21;gbisa anak pembayaran jg cmn doang pli njayi sy tpi gbisaa blm ortu sy mn ngizinin sy psikolog dikirani sy alay
lebih bisa bersamangat makasih riliv;5;Positive;5;bersamangat makasih riliv;3;bersamangat makasih riliv
ga ber efek;1;Negative;3;ga ber efek;3;ga ber efek
semoga membantu keadaan mentalku yang lagi berantakan.;5;Positive;8;semoga membantu mentalku berantakan ;4;semoga membantu mentalku berantakan
indonesia tidak tersedia;2;Negative;3;indonesia tersedia;2;indonesia tersedia
sejauh ini sering pake fitur journalnya, bener2 ngebantu banget untuk menambah rasa bersyukur setiap harinya, good job riliv;5;Positive;20;pake fitur journalnya bener ngebantu menambah bersyukur harinya good job riliv;11;pake fitur journalnya bener ngebantu menambah bersyukur harinya good job riliv
terima kasih riliv... sangat membantu saya dalam pengendalian diri;5;Positive;10;terima kasih riliv  membantu pengendalian;5;terima kasih riliv membantu pengendalian
platform yang sangat bagus, cocok sekali untuk orang-orang yang memiliki masalah kesehatan mental;5;Positive;14;platform bagus cocok orangorang memiliki kesehatan mental;7;platform bagu cocok orangorang memiliki kesehatan mental
platform layanan psikologi yang spesifik. konseling dan meditasi. menarik;5;Positive;11;platform layanan psikologi spesifik  konseling meditasi  menarik;7;platform layanan psikolog spesifik konsel meditasi menarik
halo kalo boleh tau caranya chat sama psikolog gimana ya apa harus bayar saya seorang pelajar saya mau supaya bisa chat psikolog secara gratis ;5;Positive;24;halo kalo tau chat psikolog gimana bayar pelajar chat psikolog gratis;11;halo kalo tau chat psikolog gimana bayar pelajar chat psikolog grati
apknya bagus;4;Positive;2;apknya bagus;2;apknya bagu
terimakasih atas bantuannya saya sangat suka aplikasi ini membantu saya sedikit dikit menyelesaikan masalah  sekali lagi saya ucapkan banyak terima kasih;5;Positive;21;terimakasih bantuannya suka aplikasi membantu dikit menyelesaikan ucapkan terima kasih;10;terimakasih bantuannya suka aplikasi membantu dikit menyelesaikan ucapkan terima kasih
sangat membantu untuk tracking mood di setiap hari nya, jadi bisa lebih tau lagi tentang diri sendiri;5;Positive;18;membantu tracking mood tau;4;membantu track mood tau
messi gak tau cara pakenya tpi kenya aplikasi beginian bagus deh buat mental kalian :) post if vibes ya keknya;4;Positive;21;messi gak tau pakenya tpi kenya aplikasi bagus deh mental   post if vibes keknya;14;messi gak tau pakenya tpi kenya aplikasi bagu deh mental post if vibe keknya
aplikasi nya bagus cocok untuk kesehatan mental;5;Positive;7;aplikasi bagus cocok kesehatan mental;5;aplikasi bagu cocok kesehatan mental
terimakasih;5;Positive;1;terimakasih;1;terimakasih
ada error gabisa pencet next;2;Negative;5;error gabisa pencet next;4;error gabisa pencet next
bagus;5;Positive;1;bagus;1;bagu
sangat membantuku untuk menghadapi hari-hari yang begitu sulit, untuk penemu dan pembuat aplikasi ini serta para kontributor yang telah membantu adanya aplikasi ini, aku ingin berterima kasih kepada kalian semua, berkat aplikasi ini aku baik-baik saja, semoga kalian bahagia selalu^^;5;Positive;44;membantuku menghadapi harihari sulit penemu pembuat aplikasi kontributor membantu aplikasi berterima kasih berkat aplikasi baikbaik semoga bahagia selalu;18;membantuku menghadapi harihari sulit penemu pembuat aplikasi kontributor membantu aplikasi berterima kasih berkat aplikasi baikbaik semoga bahagia selalu
sangat membantu;5;Positive;2;membantu;1;membantu
baikk;5;Positive;1;baikk;1;baikk
aplikasi membantu mental lbh baik, buat tempat cerita dan diberi semangat-semangat juga. recommended untuk yang butuh tempat cerita dan masukan kalau ga punya tmn/doi;5;Positive;26;aplikasi membantu mental lbh cerita semangatsemangat  recommended butuh cerita masukan ga tmndoi;12;aplikasi membantu mental lbh cerita semangatsemangat recommend butuh cerita masukan ga tmndoi
suka sih, bisa curhat tanpa takut privacy kita terungkap;5;Positive;10;suka curhat takut privacy terungkap;5;suka curhat takut privaci terungkap
applikasi nya bagus banget buat orang yang susah buat bicarain masalah dan emosinya ke orang. pokoknya best banget deh;5;Positive;20;applikasi bagus susah bicarain emosinya  pokoknya best deh;8;applikasi bagu susah bicarain emosinya pokoknya best deh
